protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
STARD10	pos	33	820.6055	820.6055	620000	III.2	unknown	7.63	7.6470051	7.38	7.85	PS			38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(38:0)	38:0	NA	NA	E	START	False
STARD10	pos	33	820.6055	820.6055	620000	III.2	unknown	7.63	7.6470051	7.38	7.85	PG/BMP			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(38:2)	38:2	NA	NA	E	START	False
STARD10	pos	34	575.503	575.503	600000	III.2	unknown	7.82	7.745684600000001	7.54	8.11	DAG-O		O	34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(34:4)	34:4	NA	NA	E	START	False
STARD10	pos	34	575.503	575.503	600000	III.2	unknown	7.82	7.745684600000001	7.54	8.11	DAG-O		O	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:1)	32:1	NA	NA	E	START	False
STARD10	pos	35	549.4875	549.4875	580000	III.2	unknown	6.42	6.4259	6.01	6.64	DAG-O		O	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:3)	32:3	NA	NA	E	START	False
STARD10	pos	35	549.4875	549.4875	580000	III.2	unknown	6.42	6.4259	6.01	6.64	MAG			30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	NA	MAG(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	35	549.4875	549.4875	580000	III.2	unknown	6.42	6.4259	6.01	6.64	DAG-O		O	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	36	749.5327	749.5327	570000	I	PG(16:0/18:1)	7.54	7.5456885	7.21	7.77	PG			34.0	1.0		16.0	0.0		18.0	1.0		NaN	NaN	PG	PG	PG	PG(34:1)	34:1	PG(16:0/18:1)	16:0/18:1	E	START	False
STARD10	pos	37	1465.0453	1465.0453	510000	III.5	unknown	7.65	7.6586941	7.46	7.84	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	38	778.5595	778.5595	510000	I	PG(17:1/18:1)	7.24	7.2551613	6.52	7.74	PG			35.0	2.0		17.0	1.0		18.0	1.0		NaN	NaN	PG	PG	PG	PG(35:2)	35:2	PG(17:1/18:1)	17:1/18:1	E	START	False
STARD10	pos	39	408.3089	408.3089	490000	III.5	unknown	3.44	3.4133038	1.7	3.81	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	40	732.5532	732.5532	440000	I	PE(16:0/19:1)	9.9	9.9243578	9.63	11.04	PE			35.0	1.0		16.0	0.0		19.0	1.0		NaN	NaN	PE	PE	PE	PE(35:1)	35:1	PE(16:0/19:1)	16:0/19:1	E	START	True
STARD10	pos	41	742.5378	742.5378	430000	I	PE(18:1/18:2)	8.66	8.7119252	8.4	9.13	PE			36.0	3.0		18.0	1.0		18.0	2.0		NaN	NaN	PE	PE	PE	PE(36:3)	36:3	PE(18:1/18:2)	18:1/18:2	E	START	True
STARD10	pos	42	808.5819	808.5819	410000	I	PC(36:2)	8.92	8.9356723	8.66	9.27	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	E	START	True
STARD10	pos	43	1375.9739	1375.9739	410000	III.5	unknown	6.58	6.5784494	6.31	6.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	44	806.5905	806.5905	350000	I	PG(18:1/19:1)	8.49	8.4825352	8.18	8.78	PG			37.0	2.0		18.0	1.0		19.0	1.0		NaN	NaN	PG	PG	PG	PG(37:2)	37:2	PG(18:1/19:1)	18:1/19:1	E	START	False
STARD10	pos	45	808.5688	808.5688	350000	III.2	unknown	6.47	6.4657596	5.87	6.91	Hex2Cer		d	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	45	808.5688	808.5688	350000	III.2	unknown	6.47	6.4657596	5.87	6.91	SHexCer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	NA	NA	SHexCer(36:1)	36:1	NA	NA	E	START	False
STARD10	pos	45	808.5688	808.5688	350000	III.2	unknown	6.47	6.4657596	5.87	6.91	HexCer		d	41.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(41:7)	41:7	NA	NA	E	START	False
STARD10	pos	46	790.5592	790.5592	340000	I	PG(18:1/18:2)	7.3	7.3133822	6.94	7.55	PG			36.0	3.0		18.0	1.0		18.0	2.0		NaN	NaN	PG	PG	PG	PG(36:3)	36:3	PG(18:1/18:2)	18:1/18:2	E	START	False
STARD10	pos	47	563.5144	563.5144	330000	III.2	unknown	3.67	3.6659248	2.73	3.99	Cer		d	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(35:4)	35:4	NA	NA	E	START	False
STARD10	pos	48	1434.9986	1434.9986	330000	III.5	unknown	6.53	6.4810188	6.31	6.72	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	49	660.4601	660.4601	300000	I	PE(14:1/16:1)	5.53	5.5355547	5.17	5.78	PE			30.0	2.0		14.0	1.0		16.0	1.0		NaN	NaN	PE	PE	PE	PE(30:2)	30:2	PE(14:1/16:1)	14:1/16:1	E	START	True
STARD10	pos	50	780.5387	780.5387	290000	III.2	unknown	5.48	5.484916	4.9	5.74	Hex2Cer		d	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(28:0)	28:0	NA	NA	E	START	False
STARD10	pos	50	780.5387	780.5387	290000	III.2	unknown	5.48	5.484916	4.9	5.74	SHexCer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	NA	NA	SHexCer(34:1)	34:1	NA	NA	E	START	False
STARD10	pos	50	780.5387	780.5387	290000	III.2	unknown	5.48	5.484916	4.9	5.74	HexCer		d	39.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(39:7)	39:7	NA	NA	E	START	False
STARD10	pos	51	547.4722	547.4722	280000	III.2	unknown	5.5	5.5211723	5.04	5.72	DAG-O		O	32.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:4)	32:4	NA	NA	E	START	False
STARD10	pos	51	547.4722	547.4722	280000	III.2	unknown	5.5	5.5211723	5.04	5.72	DAG-O		O	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(30:1)	30:1	NA	NA	E	START	False
STARD10	pos	52	763.5123	763.5123	260000	III.5	unknown	5.52	5.5204282	5.04	5.72	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	53	714.5067	714.5067	260000	I	PE(16:1/18:2)	7.41	7.4355273	6.83	7.7	PE			34.0	3.0		16.0	1.0		18.0	2.0		NaN	NaN	PE	PE	PE	PE(34:3)	34:3	PE(16:1/18:2)	16:1/18:2	E	START	True
STARD10	pos	54	1567.114	1567.114	220000	III.5	unknown	7.62	7.604607400000001	7.46	7.76	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	PE			37.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(37:5)	37:5	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	PC			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(34:5)	34:5	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	Hex2Cer		d	26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(26:0)	26:0	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	PA			39.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(39:6)	39:6	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	PC			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(32:2)	32:2	NA	NA	E	START	False
STARD10	pos	55	752.52	752.52	210000	III.2	unknown	8.67	8.6144977	8.4	8.94	PE			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(35:2)	35:2	NA	NA	E	START	False
STARD10	pos	56	734.5326	734.5326	210000	III.2	unknown	7.58	7.5285989	7.06	7.89	PS		O	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(33:1)	33:1	NA	NA	E	START	False
STARD10	pos	56	734.5326	734.5326	210000	III.2	unknown	7.58	7.5285989	7.06	7.89	PG		O	33.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(33:3)	33:3	NA	NA	E	START	False
STARD10	pos	57	1380.0045	1380.0045	190000	III.5	unknown	7.67	7.658138699999999	7.46	7.84	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	58	1572.0696	1572.0696	190000	III.5	unknown	7.61	7.607592800000001	7.38	7.76	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	59	710.4963	710.4963	190000	I	PG(14:0/16:1)	5.38	5.3540783	4.9	5.85	PG			30.0	1.0		14.0	0.0		16.0	1.0		NaN	NaN	PG	PG	PG	PG(30:1)	30:1	PG(14:0/16:1)	14:0/16:1	E	START	False
STARD10	pos	60	719.486	719.486	180000	III.2	unknown	5.5	5.476317	5.08	5.72	PG/BMP			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:2)	32:2	NA	NA	E	START	False
STARD10	pos	61	547.4716	547.4716	180000	III.2	unknown	6.58	6.586118099999999	6.27	6.83	DAG-O		O	32.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:4)	32:4	NA	NA	E	START	False
STARD10	pos	61	547.4716	547.4716	180000	III.2	unknown	6.58	6.586118099999999	6.27	6.83	DAG-O		O	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(30:1)	30:1	NA	NA	E	START	False
STARD10	pos	62	1436.0668	1436.0668	180000	III.5	unknown	8.98	8.942241899999999	8.83	9.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	63	758.5707	758.5707	170000	IV	Ambiguous	7.69	9.8585732	7.11	9.45	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(34:2)	34:2	NA	NA	E	START	True
STARD10	pos	63	758.5707	758.5707	170000	IV	Ambiguous	7.69	9.8585732	7.11	9.45	PE			37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(37:2)	37:2	NA	NA	E	START	True
STARD10	pos	63	758.5707	758.5707	170000	IV	Ambiguous	7.69	9.8585732	7.11	9.45	DAG			46.0	12.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG(46:12)	46:12	NA	NA	E	START	False
STARD10	pos	63	758.5707	758.5707	170000	IV	Ambiguous	7.69	9.8585732	7.11	9.45	SM		t	36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(36:4)	36:4	NA	NA	E	START	False
STARD10	pos	63	758.5707	758.5707	170000	IV	Ambiguous	7.69	9.8585732	7.11	9.45	PA			39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(39:3)	39:3	NA	NA	E	START	False
STARD10	pos	64	549.4874	549.4874	170000	III.2	unknown	7.68	7.6774762	7.42	7.95	DAG-O		O	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:3)	32:3	NA	NA	E	START	False
STARD10	pos	64	549.4874	549.4874	170000	III.2	unknown	7.68	7.6774762	7.42	7.95	MAG			30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	NA	MAG(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	64	549.4874	549.4874	170000	III.2	unknown	7.68	7.6774762	7.42	7.95	DAG-O		O	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	65	772.5855	772.5855	170000	I	PE(18:1/20:1)	10.48	10.414088	8.01	10.98	PE			38.0	2.0		18.0	1.0		20.0	1.0		NaN	NaN	PE	PE	PE	PE(38:2)	38:2	PE(18:1/20:1)	18:1/20:1	E	START	True
STARD10	pos	66	762.5283	762.5283	170000	I	PG(16:1/18:2)	6.21	6.2126208	5.78	6.45	PG			34.0	3.0		16.0	1.0		18.0	2.0		NaN	NaN	PG	PG	PG	PG(34:3)	34:3	PG(16:1/18:2)	16:1/18:2	E	START	False
STARD10	pos	67	1550.0876	1550.0876	160000	III.5	unknown	7.61	7.612476200000001	7.38	7.76	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	68	750.5282	750.5282	150000	I	PG(16:1/17:1)	6.14	6.125434299999999	5.74	6.66	PG			33.0	2.0		16.0	1.0		17.0	1.0		NaN	NaN	PG	PG	PG	PG(33:2)	33:2	PG(16:1/17:1)	16:1/17:1	E	START	False
STARD10	pos	69	761.5786	761.5786	120000	III.2	unknown	7.87	7.8855214	7.58	9.05	PG		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(36:2)	36:2	NA	NA	E	START	False
STARD10	pos	69	761.5786	761.5786	120000	III.2	unknown	7.87	7.8855214	7.58	9.05	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(36:2)	36:2	NA	NA	E	START	False
STARD10	pos	69	761.5786	761.5786	120000	III.2	unknown	7.87	7.8855214	7.58	9.05	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(33:2)	33:2	NA	NA	E	START	False
STARD10	pos	70	741.4674	741.4674	120000	III.2	unknown	5.5	5.5000785	5.04	5.76	PG/BMP			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(34:5)	34:5	NA	NA	E	START	False
STARD10	pos	70	741.4674	741.4674	120000	III.2	unknown	5.5	5.5000785	5.04	5.76	PG/BMP			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:2)	32:2	NA	NA	E	START	False
STARD10	pos	71	752.5424	752.5424	110000	I	PG(16:0/17:1)	7.12	7.1343589	6.72	7.62	PG			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG	PG	PG	PG(33:1)	33:1	PG(16:0/17:1)	16:0/17:1	E	START	False
STARD10	pos	72	577.5193	577.5193	110000	III.2	unknown	8.99	8.961631500000001	8.75	9.27	DAG-O		O	34.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(34:3)	34:3	NA	NA	E	START	False
STARD10	pos	72	577.5193	577.5193	110000	III.2	unknown	8.99	8.961631500000001	8.75	9.27	DAG-O		O	32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(32:0)	32:0	NA	NA	E	START	False
STARD10	pos	73	732.5176	732.5176	110000	IV	Ambiguous	5.31	6.124402	4.36	6.61	PS		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	ambiguous	PS-O	PS-O(33:2)	33:2	NA	NA	E	START	False
STARD10	pos	73	732.5176	732.5176	110000	IV	Ambiguous	5.31	6.124402	4.36	6.61	PG		O	33.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	ambiguous	PG-O	PG-O(33:4)	33:4	NA	NA	E	START	False
STARD10	pos	74	764.5439	764.5439	110000	I	PG(16:0/18:2)	7.16	7.1775381	6.99	7.47	PG			34.0	2.0		16.0	0.0		18.0	2.0		NaN	NaN	PG	PG	PG	PG(34:2)	34:2	PG(16:0/18:2)	16:0/18:2	E	START	False
STARD10	pos	75	748.5632	748.5632	110000	III.2	unknown	9.11	9.1085297	8.91	9.39	CerP		d	44.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	NA	CerP(44:6)	44:6	NA	NA	E	START	False
STARD10	pos	75	748.5632	748.5632	110000	III.2	unknown	9.11	9.1085297	8.91	9.39	HexCer		d	38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(38:5)	38:5	NA	NA	E	START	False
STARD10	pos	75	748.5632	748.5632	110000	III.2	unknown	9.11	9.1085297	8.91	9.39	HexCer		d	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(36:2)	36:2	NA	NA	E	START	False
STARD10	pos	76	584.4899	584.4899	100000	III.5	unknown	4.43	4.4112775	4.15	4.66	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	PE			39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(39:5)	39:5	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	PC			36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(36:5)	36:5	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	Hex2Cer		d	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(28:0)	28:0	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	PA			41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(41:6)	41:6	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(34:2)	34:2	NA	NA	E	START	False
STARD10	pos	77	780.5527	780.5527	91000	III.2	unknown	10.1	10.070723	9.83	10.6	PE			37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(37:2)	37:2	NA	NA	E	START	False
STARD10	pos	78	589.5188	589.5188	82000	III.2	unknown	7.24	7.224926999999999	6.89	7.47	DAG-O		O	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(35:4)	35:4	NA	NA	E	START	False
STARD10	pos	78	589.5188	589.5188	82000	III.2	unknown	7.24	7.224926999999999	6.89	7.47	DAG-O		O	33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(33:1)	33:1	NA	NA	E	START	False
STARD10	pos	79	784.5861	784.5861	79000	I	PC(36:3)	7.85	7.9048078	7.54	8.45	PC			36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:3)	36:3	NA	NA	E	START	True
STARD10	pos	80	782.5538	782.5538	79000	III.2	unknown	6.28	6.3296229	5.81	6.58	HexCer		d	39.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	HexCer	HexCer(39:6)	39:6	NA	NA	E	START	False
STARD10	pos	81	1456.9795	1456.9795	77000	III.5	unknown	6.52	6.6216462	6.31	6.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	PE			41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:5)	41:5	NA	NA	E	START	True
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	PC			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:5)	38:5	NA	NA	E	START	True
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	Hex2Cer		d	30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(30:0)	30:0	NA	NA	E	START	False
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	PA			43.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(43:6)	43:6	NA	NA	E	START	False
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:2)	36:2	NA	NA	E	START	True
STARD10	pos	82	808.5829	808.5829	77000	IV	Ambiguous	7.74	8.7935084	7.62	8.27	PE			39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:2)	39:2	NA	NA	E	START	True
STARD10	pos	83	780.5747	780.5747	71000	I	PG(16:0/19:1)	8.35	8.3078977	8.05	8.62	PG			35.0	1.0		16.0	0.0		19.0	1.0		NaN	NaN	PG	PG	PG	PG(35:1)	35:1	PG(16:0/19:1)	16:0/19:1	E	START	False
STARD10	pos	84	754.5232	754.5232	69000	III.2	unknown	5.37	5.3964554	4.61	5.63	HexCer		d	37.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	HexCer	HexCer(37:6)	37:6	NA	NA	E	START	False
STARD10	pos	85	735.4806	735.4806	67000	III.5	unknown	4.68	4.6764069	4.19	4.87	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	START	False
STARD10	pos	86	794.5899	794.5899	62000	I	PG(18:0/18:1)	8.86	8.8877524	8.6	9.05	PG			36.0	1.0		18.0	0.0		18.0	1.0		NaN	NaN	PG	PG	PG	PG(36:1)	36:1	PG(18:0/18:1)	18:0/18:1	E	START	False
STARD10	pos	87	820.6049	820.6049	59000	I	PG(18:1/20:1)	8.9	8.8859607	8.62	9.13	PG			38.0	2.0		18.0	1.0		20.0	1.0		NaN	NaN	PG	PG	PG	PG(38:2)	38:2	PG(18:1/20:1)	18:1/20:1	E	START	False
STARD10	pos	88	752.5067	752.5067	55000	III.2	unknown	4.68	4.6802671	4.15	4.87	Hex2Cer		d	26.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(26:0)	26:0	NA	NA	E	START	False
STARD10	pos	88	752.5067	752.5067	55000	III.2	unknown	4.68	4.6802671	4.15	4.87	SHexCer		d	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	NA	NA	SHexCer(32:1)	32:1	NA	NA	E	START	False
STARD10	pos	88	752.5067	752.5067	55000	III.2	unknown	4.68	4.6802671	4.15	4.87	HexCer		d	37.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(37:7)	37:7	NA	NA	E	START	False
STARD10	pos	89	761.531	761.531	52000	III.2	unknown	7.17	7.1849882	6.89	7.35	PG/BMP			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(35:2)	35:2	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	PE			35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(35:5)	35:5	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	PC			32.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(32:5)	32:5	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	Hex2Cer		d	24.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	NA	NA	Hex2Cer(24:0)	24:0	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	PA			37.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(37:6)	37:6	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	PC			30.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(30:2)	30:2	NA	NA	E	START	False
STARD10	pos	90	724.4862	724.4862	51000	III.2	unknown	7.36	7.3402803	7.22	7.55	PE			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(33:2)	33:2	NA	NA	E	START	False
STARD10	pos	91	617.5503	617.5503	51000	III.2	unknown	8.49	8.4878563	8.18	8.75	DAG-O		O	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(37:4)	37:4	NA	NA	E	START	False
STARD10	pos	91	617.5503	617.5503	51000	III.2	unknown	8.49	8.4878563	8.18	8.75	DAG-O		O	35.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(35:1)	35:1	NA	NA	E	START	False
STARD10	pos	92	521.4566	521.4566	45000	III.2	unknown	5.34	5.327247	4.9	5.59	DAG-O		O	30.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(30:3)	30:3	NA	NA	E	START	False
STARD10	pos	92	521.4566	521.4566	45000	III.2	unknown	5.34	5.327247	4.9	5.59	MAG			28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	NA	MAG(28:0)	28:0	NA	NA	E	START	False
STARD10	pos	92	521.4566	521.4566	45000	III.2	unknown	5.34	5.327247	4.9	5.59	DAG-O		O	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(28:0)	28:0	NA	NA	E	START	False
